Actor,Wiki Page,First winning film role or First nomination,Wining role URL,First Year,Last Year
Richard Widmark,https://en.wikipedia.org/wiki/Richard_Widmark,Kiss of Death,https://en.wikipedia.org/wiki/Kiss_of_Death_(1947_film),1947,1947
Dianne Wiest,https://en.wikipedia.org/wiki/Dianne_Wiest,Hannah and Her Sisters,https://en.wikipedia.org/wiki/Hannah_and_Her_Sisters,1986,1994
Jack Wild,https://en.wikipedia.org/wiki/Jack_Wild,Oliver!,https://en.wikipedia.org/wiki/Oliver!_(film),1968,1968
Cornel Wilde,https://en.wikipedia.org/wiki/Cornel_Wilde,"Song to Remember, A",https://en.wikipedia.org/wiki/A_Song_to_Remember,1945,1945
Gene Wilder,https://en.wikipedia.org/wiki/Gene_Wilder,"Producers, The",https://en.wikipedia.org/wiki/The_Producers_(1967_film),1968,1968
Tom Wilkinson,https://en.wikipedia.org/wiki/Tom_Wilkinson,In the Bedroom,https://en.wikipedia.org/wiki/In_the_Bedroom,2001,2007
Cara Williams,https://en.wikipedia.org/wiki/Cara_Williams,"Defiant Ones, The",https://en.wikipedia.org/wiki/The_Defiant_Ones_(film),1958,1958
Michelle Williams,https://en.wikipedia.org/wiki/Michelle_Williams_(actress),Blue Valentine,https://en.wikipedia.org/wiki/Blue_Valentine_(film),2005,2016
Robin Williams,https://en.wikipedia.org/wiki/Robin_Williams,Good Will Hunting,https://en.wikipedia.org/wiki/Good_Will_Hunting,1987,1997
Chill Wills,https://en.wikipedia.org/wiki/Chill_Wills,"Alamo, The",https://en.wikipedia.org/wiki/The_Alamo_(1960_film),1960,1960
Paul Winfield,https://en.wikipedia.org/wiki/Paul_Winfield,Sounder,https://en.wikipedia.org/wiki/Sounder_(film),1972,1972
Oprah Winfrey,https://en.wikipedia.org/wiki/Oprah_Winfrey,"Color Purple, The",https://en.wikipedia.org/wiki/The_Color_Purple_(film),1985,1985
Debra Winger,https://en.wikipedia.org/wiki/Debra_Winger,"Officer and a Gentleman, An",https://en.wikipedia.org/wiki/An_Officer_and_a_Gentleman,1982,1993
Mare Winningham,https://en.wikipedia.org/wiki/Mare_Winningham,Georgia,https://en.wikipedia.org/wiki/Georgia_(1995_film),1995,1995
Kate Winslet,https://en.wikipedia.org/wiki/Kate_Winslet,"Reader, The",https://en.wikipedia.org/wiki/The_Reader_(2008_film),1995,2015
Shelley Winters,https://en.wikipedia.org/wiki/Shelley_Winters,"Diary of Anne Frank, The",https://en.wikipedia.org/wiki/The_Diary_of_Anne_Frank_(1959_film),1951,1972
Reese Witherspoon,https://en.wikipedia.org/wiki/Reese_Witherspoon,Walk the Line,https://en.wikipedia.org/wiki/Walk_the_Line,2005,2014
Natalie Wood,https://en.wikipedia.org/wiki/Natalie_Wood,Splendor in the Grass,https://en.wikipedia.org/wiki/Splendor_in_the_Grass,1955,1963
Peggy Wood,https://en.wikipedia.org/wiki/Peggy_Wood,"Sound of Music, The",https://en.wikipedia.org/wiki/The_Sound_of_Music_(film),1965,1965
Alfre Woodard,https://en.wikipedia.org/wiki/Alfre_Woodard,Cross Creek,https://en.wikipedia.org/wiki/Cross_Creek_(film),1983,1983
James Woods,https://en.wikipedia.org/wiki/James_Woods,Salvador,https://en.wikipedia.org/wiki/Salvador_(film),1986,1996
Joanne Woodward,https://en.wikipedia.org/wiki/Joanne_Woodward,"Three Faces of Eve, The",https://en.wikipedia.org/wiki/The_Three_Faces_of_Eve,1957,1990
Monty Woolley,https://en.wikipedia.org/wiki/Monty_Woolley,"Pied Piper, The",https://en.wikipedia.org/wiki/The_Pied_Piper_(1942_film),1942,1944
Teresa Wright,https://en.wikipedia.org/wiki/Teresa_Wright,Mrs. Miniver,https://en.wikipedia.org/wiki/Mrs._Miniver,1941,1942
Margaret Wycherly,https://en.wikipedia.org/wiki/Margaret_Wycherly,Sergeant York,https://en.wikipedia.org/wiki/Sergeant_York_(film),1941,1941
Jane Wyman,https://en.wikipedia.org/wiki/Jane_Wyman,Johnny Belinda,https://en.wikipedia.org/wiki/Johnny_Belinda_(1948_film),1946,1954
Ed Wynn,https://en.wikipedia.org/wiki/Ed_Wynn,"Diary of Anne Frank, The",https://en.wikipedia.org/wiki/The_Diary_of_Anne_Frank_(1959_film),1959,1959
Diana Wynyard,https://en.wikipedia.org/wiki/Diana_Wynyard,Cavalcade,https://en.wikipedia.org/wiki/Cavalcade_(1933_film),1933,1933
Susannah York,https://en.wikipedia.org/wiki/Susannah_York,"They Shoot Horses, Don't They?","https://en.wikipedia.org/wiki/They_Shoot_Horses,_Don%27t_They%3F_(film)",1969,1969
Burt Young,https://en.wikipedia.org/wiki/Burt_Young,Rocky,https://en.wikipedia.org/wiki/Rocky,1976,1976
Gig Young,https://en.wikipedia.org/wiki/Gig_Young,"They Shoot Horses, Don't They?","https://en.wikipedia.org/wiki/They_Shoot_Horses,_Don%27t_They%3F_(film)",1951,1969
Loretta Young,https://en.wikipedia.org/wiki/Loretta_Young,"Farmer's Daughter, The",https://en.wikipedia.org/wiki/The_Farmer%27s_Daughter_(1947_film),1947,1949
Roland Young,https://en.wikipedia.org/wiki/Roland_Young,Topper,https://en.wikipedia.org/wiki/Topper_(film),1937,1937
Renée Zellweger,https://en.wikipedia.org/wiki/Ren%C3%A9e_Zellweger,Judy,https://en.wikipedia.org/wiki/Judy_(film),2001,2019
Catherine Zeta-Jones,https://en.wikipedia.org/wiki/Catherine_Zeta-Jones,Chicago,https://en.wikipedia.org/wiki/Chicago_(2002_film),2002,2002
